school.id,school.name,telephone,fax,email,principal,website,street,suburb,city,postal.address.1,postal.address.2,postal.address.3,postal.code,urban.area,school.type,definition,authority,gender.students,territorial.authority,regional.council,moe.local.office,education.region,general.electorate,maori.electorate,census.area.unit,ward,longitude ,latitude,decile,total.roll,european,maori,pacific.island,asian,MELAA,other,international.students
1290,Glenavon School,09 8287029,09 8205174,office@glenavon.school.nz,Elaine Herbert,http://www.glenavon.school.nz,340 Blockhouse Bay Road,Blockhouse Bay,Auckland,340 Blockhouse Bay Road,Avondale,Auckland,600,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Glenavon,Whau Ward,174.701949,-36.909828,3,256,10,32,159,32,17,5,1
1291,Glenbrae Primary School,09 5285025,09 5288405,office@glenbrae.school.nz,Lesley Elia,,103 Leybourne Circle,Glen Innes,Auckland,103 Leybourne Circle,Glen Innes,Auckland,1072,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Glen Innes East,Maungakiekie-Tamaki Ward,174.870033,-36.87333,1,164,3,40,120,0,1,0,0
1292,Glenbrook School,09 2353888,09 2353999,admin@glenbrook.school.nz,Simon Akroyd,http://www.glenbrook.school.nz,459 Glenbrook-Waiuku Road,Glenbrook,Waiuku,459 Glenbrook Waiuku Road,RD 1,Waiuku,2681,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Glenbrook,Franklin Ward,174.751388,-37.204926,8,257,188,49,6,12,1,1,0
1293,Glendene School,09 8388603,09 8387557,office@glendene.school.nz,Robyn Dunseath,,60 Barrys Road,Glendene,Auckland,60 Barrys Road,Glendene,Waitakere,602,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Glendene North,Waitakere Ward,174.655143,-36.886824,3,171,11,61,86,9,4,0,0
1294,Glendowie School,09 5757374,09 5757374,office@glendowieprimary.school.nz,Anne Biggs,http://www.glendowieprimary.school.nz/,217 Riddell Road,Glendowie,Auckland,217 Riddell Road,Glendowie,Auckland,1071,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,174.875648,-36.863112,9,633,463,30,14,84,9,20,13
1295,Glenfield Intermediate,09 4446582,09 4434528,enquiries@glenfieldint.school.nz,Raewyn Matthys-Morris,http://www.glenfieldint.school.nz/,138 Chivalry Road,Glenfield,Auckland,138 Chivalry Road,Glenfield,Auckland,629,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,East Coast Bays,Te Tai Tokerau,Glenfield North,North Shore Ward,174.732143,-36.779762,6,384,128,45,31,139,14,3,24
1296,Glenfield Primary School,09 4418730,09 4418731,office@glenfield.school.nz,Christine Cooper,http://www.glenfield.school.nz,101 Chivalry Road,Glenfield,Auckland,101 Chivalry Road,Glenfield,North Shore City,629,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Glenfield Central,North Shore Ward,174.727601,-36.779611,6,332,70,31,37,160,25,7,2
1297,Good Shepherd School (Balmoral),09 6204962,09 6204963,admin@goodshepherd.school.nz,Brigid Peterson,http://www.goodshepherd.school.nz,30 Telford Avenue,Balmoral,Auckland,30 Telford Avenue,Mount Eden,Auckland,1041,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Maungawhau,Albert-Eden-Roskill Ward,174.743477,-36.891151,8,225,113,25,46,34,3,4,0
1298,Green Bay Primary School,09 8176666,09 8174336,admin@greenbay.school.nz,Judith Black,http://www.greenbay.school.nz/Home/,131 Godley Road,Green Bay,Auckland,PO Box 80070,Green Bay,Waitakere,643,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Green Bay,Whau Ward,174.672636,-36.931651,7,452,277,63,47,47,15,2,1
1299,Greenhithe School,09 4139838,09 4138440,office@greenhithe.school.nz,Peter Marshall,,Isobel Road,Greenhithe,Auckland,Isobel Road,Greenhithe,North Shore City,632,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Helensville,Te Tai Tokerau,Greenhithe,Albany Ward,174.675363,-36.773992,10,562,500,18,9,22,3,6,4
1300,Greenmeadows Intermediate,09 2676255,09 2680159,gis@greenmeadows.school.nz,Cathryn Chalmers,http://www.greenmeadows.school.nz,29 Greenmeadows Avenue,Manurewa,Auckland,29 Greenmeadows Avenue,Manurewa,Auckland,2102,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Manurewa East,Manurewa-Papakura Ward,174.906324,-37.029232,3,424,85,149,101,79,5,5,0
1301,Grey Lynn School,09 3763255,09 3768407,info@greylynn.school.nz,William Barker,http://www.greylynn.school.nz/,44 Surrey Crescent,Grey Lynn,Auckland,44 Surrey Crescent,Grey Lynn,Auckland,1021,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Auckland Central,Tamaki Makaurau,Surrey Crescent,Waitemata and Gulf Ward,174.735456,-36.863098,7,319,227,21,57,13,1,0,0
1302,Halsey Drive School,09 6279106,09 6279964,,Cheryl Davies-Crook,http://www.halseydrive.school.nz,106 Halsey Drive,Lynfield,Auckland,106 Halsey Drive,Lynfield,Auckland,1042,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Lynfield South,Albert-Eden-Roskill Ward,174.719152,-36.93268,9,432,104,19,25,265,16,2,1
1303,Harrisville School,09 2368795,09 2369719,office1@harrisville.school.nz,Kristin Burden,http://www.harrisville.school.nz/,202 Harrisville Road,,Tuakau,202 Harrisville Road,,Tuakau,2121,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Buckland,Awaroa ki Tuakau Ward,174.951539,-37.239943,5,213,133,58,13,8,1,0,0
1304,Hauraki School,09 4894568,09 4894579,office@hauraki.school.nz,Clarinda Franklin,http://www.hauraki.school.nz/,82 Jutland Road,Takapuna,Auckland,82 Jutland Road,Hauraki,North Shore City,622,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,North Shore,Te Tai Tokerau,Hauraki,North Shore Ward,174.774418,-36.803838,10,417,308,38,6,50,6,4,5
1305,Hay Park School,09 6259531,09 6259552,office@haypark.school.nz,Margaret Aikman,http://www.haypark.school.nz,670 Richardson Road,Mount Roskill,Auckland,670 Richardson Road,Mount Roskill,Auckland,1041,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Hillsborough West,Albert-Eden-Roskill Ward,174.744252,-36.92365,2,165,4,15,124,14,8,0,0
1306,Helensville School,09 4208005,09 4208023,clairec@helensville.school.nz,Eileen Brunton,http://www.helensville.school.nz/,29 Rata Street,,Helensville,29 Rata Street,,Helensville,800,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Helensville,Te Tai Tokerau,Helensville,Rodney Ward,174.453829,-36.67927,5,396,271,91,16,13,3,2,0
1307,Henderson Intermediate,09 8388529,09 8366932,office@hendersonint.school.nz,Donald Dale,http://www.hendersonint.school.nz,70 Lincoln Road,Henderson,Waitakere,70 Lincoln Road,Henderson,Waitakere,610,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Fairdene,Waitakere Ward,174.627952,-36.867713,3,557,112,174,175,70,17,2,7
1308,Henderson North School,09 8388229,09 8371678,office@hns.school.nz,Irene Ogden,http://www.hns.school.nz,Norval Road,Henderson,Auckland,14 Norval Road,Henderson,Waitakere,610,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Te Atatu,Te Tai Tokerau,Fairdene,Waitakere Ward,174.626294,-36.869694,3,405,85,101,101,98,20,0,0
1309,Henderson School,09 8389667,09 8385846,paulinem@hendersonprimary.school.nz,Keith Tetzlaff,,Montel Avenue,Henderson,Auckland,11B Montel Avenue,Henderson,Waitakere,612,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Te Tai Tokerau,Henderson South,Waitakere Ward,174.636247,-36.881162,3,196,29,50,75,31,10,1,0
1310,Henderson South School,09 8388766,09 8374336,principal@hendersonsouth.school.nz,Trevor Diamond,http://www.hendersonsouth.school.nz,Garelja Road,Henderson,Auckland,PO Box 21165,Henderson,Waitakere,650,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Te Tai Tokerau,Henderson South,Waitakere Ward,174.62232,-36.888555,2,272,7,81,165,8,11,0,0
1311,Henderson Valley School,09 8397010,09 8386439,,Maree Stavert,http://www.hendersonvalley.school.nz,389 Henderson Valley Road,Henderson,Auckland,389 Henderson Valley Road,Henderson Valley,Waitakere,612,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Tamaki Makaurau,Opanuku,Waitakere Ward,174.592258,-36.899014,5,423,254,78,37,32,17,3,2
1312,Hillpark School,09 2676252,09 2679466,office@hillpark.school.nz,Gavin Beere,http://www.hillpark.school.nz,57 Grande Vue Road,Manurewa,Auckland,57 Grande Vue Road,Manurewa,Manukau,2102,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Hillpark,Manurewa-Papakura Ward,174.899441,-37.014074,6,496,148,129,79,131,6,3,0
1313,Hillsborough School,09 6257307,09 6257347,principal@hps.school.nz,Nicola Girling,http://www.hps.school.nz/,Belfast Street,Hillsborough,Auckland,18 Belfast Street,Hillsborough,Auckland,1042,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Hillsborough East,Albert-Eden-Roskill Ward,174.757701,-36.923223,9,395,166,33,45,122,28,1,0
1314,Hobsonville School,09 4168619,09 4166645,,Dorothy Doherty,http://www.hobsonville.school.nz,104 Hobsonville Road,Hobsonville,Auckland,104 Hobsonville Road,Hobsonville,Waitakere,618,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Helensville,Te Tai Tokerau,Hobsonville,Albany Ward,174.63718,-36.805099,9,620,385,76,41,104,11,3,0
1315,Holy Cross School (Papatoetoe),09 2788224,09 2792140,office@hcsp.school.nz,Bruce Young,http://www.hcsp.school.nz/,Carruth Road,Papatoetoe,Auckland,PO Box 23033,Hunters Corner,Manukau,2155,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manukau East,Tamaki Makaurau,Papatoetoe Central,Manukau Ward,174.86039,-36.979539,2,599,52,60,395,50,34,8,0
1316,Holy Cross School (Henderson),09 8388802,09 8371467,admin@holycross.school.nz,Katherine Low,http://www.holycross.school.nz/Site/Home_2.ashx,8 Lavelle Road,Henderson,Auckland,8 Lavelle Road,Henderson,Waitakere,612,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Waitakere,Te Tai Tokerau,Henderson South,Waitakere Ward,174.636333,-36.886938,4,399,43,34,162,137,20,3,0
1317,Homai School,09 2668918,09 2664282,office@homai.school.nz,Laurayne Tafa,,89 Browns Road,Manurewa,Auckland,89 Browns Road,Manurewa,Manukau,2102,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Wiri,Manurewa-Papakura Ward,174.88022,-37.0124,2,292,16,114,118,43,1,0,0
1318,Howick Intermediate,09 5343922,09 5349223,,John Mcaleese,http://www.howickint.school.nz/,Botany Road,Howick South,Auckland,Botany Road,Howick,Manukau,2010,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Aberfeldy,Howick Ward,174.918214,-36.89966,5,467,101,54,113,118,32,4,45
1319,Howick Primary School,09 5346082,09 534 9710,a.kawana@howickprimary.school.nz,Leyette Callister,http://www.howickprimary.school.nz,Willoughby Avenue,Howick West,Auckland,PO Box 82015,Highland Park,Manukau,2143,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Howick West,Howick Ward,174.915904,-36.897709,8,304,175,17,21,70,17,4,0
1320,Huapai District School,09 4125042,09 4125044,office@huapaidistrict.school.nz,Kevin Cronin,http://www.huapaidistrict.school.nz,40 Station Road,,Huapai,40 Station Road,Huapai,Kumeu,810,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Helensville,Te Tai Tokerau,Kumeu,Rodney Ward,174.536914,-36.774044,9,471,409,24,13,13,8,4,0
1321,Hunua School,09 2924889,09 2924989,office@hunua.school.nz,Heather Frost,http://www.hunua.school.nz/,Lockwood Road,,Papakura,Lockwood Road,RD 3,Papakura,2583,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Hunua,Franklin Ward,175.074777,-37.079764,7,99,75,18,0,3,3,0,0
1322,Jean Batten School,09 2755733,09 2755737,jbs@jeanbatten.school.nz,Jeffrey Bruce,,6 Imrie Avenue,Mangere,Auckland,6 Imrie Avenue,Mangere,Manukau,2022,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Mascot,Manukau Ward,174.814284,-36.973909,2,500,6,66,391,32,3,2,0
1323,Kaiaua School,09 2322723,09 2322723,kaiaua@kaiaua.schoolzone.net.nz,S PIATEK,,Coast Road,,Pokeno,East Coast Road,RD 3,Pokeno,2473,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Auckland South,Northern,Waikato,Hauraki-Waikato,Hunua,Plains Ward,175.298074,-37.099691,5,42,20,22,0,0,0,0,0
1324,Kaipara Flats School,09 4225819,09 4225821,jank@kaiparaflats.school.nz,Cameron Lockie,http://www.kaiparaflats.school.nz,"20 School Road, RD 4",,Warkworth,20 School Road,RD 4,Warkworth,984,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Rodney,Te Tai Tokerau,Tauhoa-Puhoi,Rodney Ward,174.545852,-36.40834,9,85,67,11,1,4,2,0,0
1325,Karaka School,09 2948166,09 2947926,admin@karaka.school.nz,Jon Johnson,http://www.karaka.school.nz,R D 1 Blackbridge Road,,Papakura,Blackbridge Road,RD 1,Papakura,2580,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Whangapouri Creek,Franklin Ward,174.90291,-37.125256,8,242,200,19,16,5,2,0,0
1326,Kaukapakapa School,09 4205477,09 4205557,admin@kaukapakapa.school.nz,Antony Westrupp,http://www.kaukapakapa.school.nz,977 Kaipara Coast Highway,,Kaukapakapa,Counter Delivery,Kaukapakapa Postcentre,Kaukapakapa,843,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Helensville,Te Tai Tokerau,Kaukapakapa,Rodney Ward,174.494846,-36.617852,8,280,219,50,4,5,1,1,0
1327,Kauri Park School,09 4836539,09 4832967,office@kauripark.school.nz,Pamela King,,McGlashen Place,Beach Haven,Auckland,McGlashen Place,Beach Haven,North Shore City,626,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Beachhaven South,North Shore Ward,174.698388,-36.805452,7,333,230,42,19,25,12,3,2
1328,Kaurilands School,09 8175645,09 8179235,secretary@kaurilands.school.nz,Joanna Augustine,http://www.kaurilands.school.nz,Atkinson Road,Titirangi,Auckland,109 Atkinson Road,Titirangi,Waitakere,604,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Kaurilands,Waitakere Ward,174.654478,-36.928203,8,749,510,116,52,56,11,4,0
1329,Kedgley Intermediate,09 2784202,09 2789691,reception@kedgley.school.nz,Paul Murphy,http://www.kedgley.school.nz,Portage Road,Papatoetoe,Auckland,PO Box 23337,Hunters Corner,Manukau,2155,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Aorere,Manukau Ward,174.834131,-36.976861,2,786,32,152,453,145,4,0,0
1330,Kelston Intermediate,09 8185544,09 8188894,marilynl@kelstonint.school.nz,Phillip Gordon,http://www.kelstonint.school.nz,Vanguard Road,Kelston,Auckland,Vanguard Road,Kelston,Waitakere,602,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Kelston Central,Whau Ward,174.663863,-36.897594,3,301,21,64,154,52,7,2,1
1331,Kelston School,09 8272187,09 8277021,admin@kelstonprimary.school.nz,Clifford Hughes,http://www.kelstonprimary.school.nz,5 Archibald Road,Kelston,Auckland,5 Archibald Road,Kelston,Waitakere,602,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Kelston Central,Whau Ward,174.665419,-36.903437,3,341,21,49,177,80,13,1,0
1332,Kelvin Road School,09 2988417,09 2988450,secretary@krs.ac.nz,Thomas Robertson,http://www.krs.ac.nz,Kelvin Road,,Papakura,74 Kelvin Road,,Papakura,2110,Main Urban Area,Contributing (Year 1-6),Bilingual Year 7-8 School,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Papakura East,Manurewa-Papakura Ward,174.959578,-37.063334,1,422,17,298,103,4,0,0,0
1333,Kingsford School,09 2759447,09 2757315,office@kingsford.school.nz,Rex Buckley,http://www.kingsford.school.nz,54 Raglan Street,Mangere East,Auckland,54 Raglan Street,Mangere East,Manukau,2024,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Aorere,Manukau Ward,174.827358,-36.973479,1,402,0,58,327,17,0,0,0
